Acadvl
Dcun1d5
Zc3h3
Clcc1
Jmjd6
Fbxo28
Dnajc9
Larp1
Ufl1
Smg5
Asxl1
Ppwd1
Pofut1
Bcl2l13
Sun2
Mob4
Yipf3
Armc8
Nepro
Letmd1
Tmem186
Aasdhppt
Zdhhc5
Tmem87a
Aar2
Hinfp
Gorasp2
Zzz3
Senp6
Poldip2
Gpatch4
Szrd1
Tctn3
Fgfr1op2
Trpc4ap
Aaas
Mtg2
Senp3
Erlec1
Mmadhc
Sgsm3
Lpin1
Fbh1
Fbxo6
Mbtps2
Zfp691
Txndc11
Cuta
Mterf3
Tmx2
Mrps17
Mrps7
Uchl5
Rrnad1
Trnt1
Sh3glb1
Phf20l1
Tfb1m
Aph1a
Rtraf
Derl2
Exosc1
Sf3b6
Copz1
Med31
Mrps16
Mrps18c
Vps36
Styxl1
Rbm7
Eif3l
Golga7
Asb1
Saraf
Insig2
Dync1li1
Commd10
Lsm8
Pdgfc
Trappc2l
Trip4
Dctn4
Ddx41
Vps29
Tubd1
Fzr1
Cnot1
Trap1
Pcyox1
Crbn
Dnajb11
Zfp639
Ankfy1
Nelfcd
Hypk
Cwc15
Ufc1
Rtf2
Cdk5rap1
Rnf141
Vrk3
Nckipsd
Tmem9
Cxxc5
Ankrd39
Cox16
Oser1
Ccdc174
Jkamp
Pdzd11
Tmem69
Pphln1
Nt5c3
Mrpl37
Rnf181
Tbc1d7
Marchf2
Pbdc1
Mrpl27
BC005624
Ubap1
Bfar
Coa4
Cd320
Timmdc1
Zdhhc3
Armcx3
Tdp2
Krcc1
Mrpl35
Spg21
Paxbp1
Arl6ip4
Mrps30
Dnajc5
Mzf1
Ogt
Ptov1
Pole3
Cnot11
Foxred1
Zranb1
Ube2q1
Trim44
Zc3h7b
Nkiras2
Vezt
Rnf111
Nsmce4a
Dnajb12
Cnnm2
Aftph
Gatad2a
Ankrd10
Wdr55
Pgpep1
Elp6
Tmem214
Qrich1
Pomgnt1
Smpd4
Nsun2
Alkbh5
Pnrc2
Lrrc40
Ttc19
Wbp1l
Ythdf1
Chchd3
Impad1
Tmem161a
Haus4
Trmt10c
Marchf5
Adprhl2
Ociad1
Mrpl16
Tmem127
Txnl4b
Gemin8
Pigx
Tmem70
Ints11
Asb6
Wdr13
Tpcn1
Lamtor1
Zfp446
Cdc37l1
Pih1d1
Ppp2r3c
Mcu
Stx17
1700123O20Rik
Pex26
Usp47
Mrpl20
Kansl3
Tmem248
Wdr70
Dmac2
Atg2b
Tmem39a
Akirin2
Wrap53
Zdhhc4
Mtpap
Armc1
Arhgef10l
Tmem33
Dnaaf2
Mrps10
Ints10
Mrm3
Lins1
Rnf220
Ints13
Appl2
Atf7ip
Arl8b
Atad3a
Exd2
Smu1
Ap5m1
Ccar1
Wdr12
Ttc17
Tmem19
Pspc1
Nudt15
Phf10
Zfp654
Ngly1
Ube2w
Rbm41
Exoc2
Tbc1d23
Brf2
Rnf121
Brix1
Zfp444
Cmtr2
Ufsp2
Bloc1s4
Lmbrd1
Synj2bp
Pcid2
Abhd10
Mettl2
St7
Selenos
Eapp
Brk1
Cisd1
Plgrkt
Use1
Actr10
Lrrc59
Ncbp3
Gpalpp1
Parl
Mynn
Fam114a2
Pip4p1
Rp9
Zfp326
Ndufa12
Rab5if
Mkks
Nans
Terf2ip
Dnajc10
Gfod2
Zfand6
Mief1
Tollip
Prmt7
Tmco1
Dhx29
Ndufb11
Ubfd1
Mtfr1l
Mettl3
Anapc7
Noa1
Fkbpl
Chst7
Diablo
Sec16a
Lamtor3
Ccnl1
Son
Phax
Med8
Prrc2a
Leprot
Tm9sf3
Agpat3
Wrnip1
Tmem167b
Emc7
C1galt1
Mccc1
Ncln
Sppl2b
Fem1c
Eny2
9530068E07Rik
Rnpep
Adprm
Dtwd1
Tomm22
Ctnnbip1
Scand1
Vps35l
Ank
Pithd1
Utp3
Gopc
Ddx24
Scyl3
Lyrm1
Smim8
4833439L19Rik
Spryd7
Rtn4
Mcoln1
Kat14
Marchf7
Herpud2
Akip1
Rab22a
1110059G10Rik
Lrrc47
Zbtb21
Nufip2
Tbc1d14
Mib1
Klhl8
Gphn
Zfp687
Phf12
Gba2
Mettl14
Ndufv2
Tmx4
Abhd16a
Rab40c
Ccar2
Zfp410
Crebzf
Mid1ip1
Trim39
Cfap298
Zfyve1
Ube2j2
Hs1bp3
Dctn5
Plekha1
Senp2
Fam3a
Mrps35
Twnk
Qtrt1
Rint1
Atg101
Eefsec
Trappc11
Zfand3
Zfp277
Taf8
Zfp335
C330007P06Rik
Pcif1
Casp7
Pi4ka
1810055G02Rik
Ess2
Tmub1
Abhd8
Rnf25
Gzf1
Tmem168
Mrps25
Mettl17
Acbd3
Plppr2
Zfp574
Meaf6
1110032A03Rik
Cerk
Tbc1d15
Lmf2
Ireb2
Actr8
Gpbp1
Mrpl44
Vps33a
Jmjd4
Upf3b
Ints3
Coa7
Ube2z
1110038F14Rik
Pla2g12a
Dctpp1
Pus3
Zkscan14
Akirin1
Nipa2
Zdhhc16
Plekhj1
Zbtb10
Fam173a
Ddrgk1
Arhgef11
Secisbp2
Mtrr
Mrpl57
Prr14
Trir
Mis12
Cuedc2
Scnm1
Metrn
Nudt9
Dda1
Ggct
AW209491
Tmem106c
E130309D02Rik
Nabp2
Kxd1
AI597479
AU022252
Wdr77
Taf1d
Mapkap1
Mrpl38
Mfn1
Ccdc127
Derl1
Hdhd3
Retreg2
Fkrp
Mfsd11
Leng1
Ndufs7
Ubxn6
Svbp
Cptp
BC005537
Irf2bpl
Lrfn3
Pagr1a
Maip1
Gcc1
Cars2
Mul1
Fam118b
Chd1l
Snrnp25
Ocel1
Efl1
Scrn3
Armc7
Chmp6
Usb1
Rpap3
Ice2
Sap30l
Yrdc
Ogfod3
Ccdc51
Aagab
Tefm
Zfp668
Gemin7
Zfp408
Hps6
Sltm
Ehmt1
Rbfa
Cpsf7
Uba5
Mcmbp
Ggnbp2
Nup85
AU040320
Stn1
Trappc13
2310057M21Rik
Fam192a
Ubtd1
Tmem62
Ptges2
Thoc7
Edc3
Tti2
Tmem134
Rnf34
Fbxo11
Ccdc92
Naa50
Tars
Wdr26
Cep63
Edem3
Itpkc
Mterf2
Dcaf11
Coasy
Tnks2
Sra1
Mrpl54
Emc6
Aurkaip1
Tmem42
Sharpin
Fopnl
Chchd1
Chchd5
Nudt14
Tmem126a
Tmem128
Psenen
Cox20
Anapc16
2410004B18Rik
Mien1
Ptpmt1
Rex1bd
Psmg3
Tceanc2
Ntpcr
Mad2l1bp
Lrrc57
Ubr7
Tmem222
Tsen15
Ctnnbl1
Cfap97
Nacc1
Ncaph2
Lonp2
Dmac1
Kctd20
Thap4
Syap1
Zbtb8os
Mtdh
Nudcd2
Zcrb1
Armc10
Mrpl55
Med29
Cinp
Uqcc2
Mrpl42
Gtf3c6
Ppil4
Nudcd1
Pnpla8
Akt1s1
Rspry1
Fam174a
Tmem179b
Ccdc130
Slc48a1
Snrnp48
Tprgl
Slc35a4
Mrrf
Rbm18
Cmc1
Ube2f
Ccny
Ddx59
Rnf146
Chid1
Mpnd
Dmac2l
Mrpl24
Ciao2a
Nudt22
Zfp414
Mrpl14
Card19
Mrpl53
Nsmce2
0610010K14Rik
1110012L19Rik
1110012L19Rik
Tm2d3
Hddc3
Mrpl52
Thap7
Snx6
Ubl7
Mfsd3
Lnpk
Mtfmt
Spsb3
Exosc8
Tm2d2
Tmem147
Fyttd1
Zfp398
Sugp1
Usp38
Kctd6
Pnpt1
Itfg1
Zswim1
Fbxo22
Zfyve19
Jmjd8
Msantd3
Zfp131
Acbd6
Zfp655
Tmx1
Setd5
Prrc1
Haus7
Micu2
Glyr1
Tjap1
Foxp4
Acbd5
Mettl23
Dnajc14
Eaf1
Nsun6
Mgme1
Tmem81
Pomk
Klc4
Rita1
Uhrf1bp1l
Lin37
9130401M01Rik
Zmym2
Pcgf5
Erp44
Tmem101
Rhbdd1
2510039O18Rik
Lrrc42
Phf23
Mrpl9
Parp9
Lysmd3
BC004004
Ndfip1
Tmem177
Setd7
Lactb
Clptm1l
Tdrd3
Mrps26
Apol8
Trim8
Trmt1l
Trim56
Slirp
Ccm2
Trpt1
L3mbtl2
Tmem120a
Rnf26
Tm2d1
Fam234a
Abraxas2
Zfp644
Elmod3
Traf7
Zcchc9
2210016F16Rik
Rpain
Poldip3
Pradc1
Cog8
Fam120b
Gpank1
Mrpl41
Gnptg
Hint2
Mcee
Pcgf1
Mpv17l2
Zc3h10
Zbtb45
Ado
Miga2
Ppp1r15b
Slc49a4
Spryd3
Lsm10
Atg4d
Rbm17
Tmem60
Usp39
Bbs4
Zcchc3
Nek9
Cdc5l
Vps18
Scyl2
Ccnq
Rnf13
1700066M21Rik
Galk2
Pusl1
Tamm41
Ube3b
Iba57
Fra10ac1
Hscb
Wdr83os
Ptrhd1
Wdr81
Slc25a44
Rnf6
Polr3e
Txlna
Smdt1
Glce
Armc6
Tmem259
Trim41
Ccdc32
Snx18
Dnttip1
Egln2
Snap47
Naa15
Rad51c
Pde12
Def8
Klhdc3
Maco1
Etfbkmt
Slc25a46
B3galt6
Dnajc11
Dera
Flcn
Mmaa
Pgam5
Opa1
Ttc7b
Lpcat3
Med19
Cyb5d2
Uqcc1
Fbxo45
Ccnk
Mitd1
Chchd4
Pdzd8
Acsf3
Hibadh
Ndufa10
Eri3
Atraid
Socs4
Fcsk
Yipf6
Mcat
Sppl3
Zswim7
Dusp16
Specc1l
Commd3
Tmem185b
Dhx30
Ythdc1
Armh3
Zfp384
Nipbl
Miip
Sptssa
Desi1
Zfp623
Brpf3
Dcun1d3
Scaf4
Fbxo42
Nt5dc1
Bod1
Oxnad1
Casc4
Malsu1
Ginm1
Phrf1
Alkbh3
Tstd2
Atxn2l
Tmem192
Brat1
Atpsckmt
Nop16
Mettl26
Jpt2
Zfyve27
Lrrc28
Zfp513
Mavs
2310061I04Rik
Tor1aip2
Neil2
8030462N17Rik
Churc1
Ubald1
Zfp688
Ubxn2a
C030006K11Rik
Mypop
Kbtbd2
Lemd2
Cnst
Dennd1a
Zfp280d
Fam199x
Clint1
Tpgs1
Tmem263
Arl14ep
D10Wsu102e
Zfp641
B230219D22Rik
BC048403
Zscan29
Commd1
Zfp579
Senp5
Thtpa
Irgq
Micos13
Lnx2
Ino80e
Ppp1r37
Ppp4r2
Emc10
Tbrg1
Lcor
Lcor
Gramd4
Ambra1
Lin54
Zbtb44
Dipk2a
Rpusd3
Ttc9c
Ndufaf2
Fam168b
Alkbh2
Rps19bp1
4930430F08Rik
Thap3
Hectd3
A430005L14Rik
Zfp526
Nr2c2ap
Dcaf5
Tmub2
Bloc1s3
Lrrc8a
Ubac2
Zfp438
Foxk2
Crtc2
Champ1
Ccnb1ip1
Ice1
Ranbp6
Camta1
Zfp787
Ttc32
Gm527
Srsf10
Psmg4
Larp4
Lamtor4
Prpf4b
Sf3b4
Tmem219
Erich1
Nsrp1
Arfgap3
Zfp518a
Scoc
Rsbn1l
Rnf216
Atxn1l
Arhgef40
Heatr5a
Zfp865
Pwwp2a
D5Ertd579e
Gatc
Mmut
Hexa
Arl1
Elavl1
Gle1
Ndst1
Clcn3
Nkap
Grsf1
Rbmx
Cd82
Nme3
Rab2a
Siah1a
Snrnp70
Stim1
Tia1
Tyk2
Usp4
Ywhab
Zfp7
Zfp189
Ptp4a2
Ppfia1
Pex11a
Kat2b
Cpne3
Dlg1
Rab9
Acvr1b
Cd81
Ddx10
Dvl3
Serpinb6a
Tra2b
Srebf2
Mllt10
Tm9sf2
Hnrnpf
Ppara
Siah2
Tle1
Med13
Rbbp4
Gipc1
Actr1a
Trim28
Rbm5
Prdx2
Dnaja2
Smad2
Zfand5
Tmem50b
Pik3cb
Zbtb18
Pdlim5
Trim3
Pnpla6
Tmed1
Wwp1
Nr1h2
Zxdb
Pacsin2
Prmt1
Pgk1
Ranbp1
Tm9sf4
Ak3
Tmlhe
Ap1b1
Uba1
Med14
Pigyl
Zcchc7
Eif1b
Polr1d
Hnrnpd
Bcap29
Mfsd14a
Tnfaip1
Tspyl1
Atrn
Pdcd6ip
Cyfip1
Lin7c
Baz1b
Fiz1
Cops7a
Ap3m1
Morf4l2
Tbk1
Dpp7
Srr
Abcf3
Mtch1
Repin1
Pum1
Acin1
Xpo7
Dcun1d4
Pds5a
Abhd14a
Rchy1
Rwdd3
Necap1
Abhd12
Azin1
Pias1
Paip2
Gmpr2
Hnrnpu
Hnrnpa2b1
Itgb1
Cnnm3
Cc2d1a
Slc41a3
9930104L06Rik
Slf2
Wdr41
Txlng
Echdc1
Csgalnact2
Slc38a2
Hnrnph2
Tmem9b
Als2
Rbak
Ric8a
Xylt2
Tor3a
Rnf187
Ikzf5
Pcnx4
Nucks1
Fam160b2
Rbm15
Papola
Zfp322a
Zfp672
Rufy1
Cyb5b
Dram2
Retreg3
Arl8a
Khnyn
Mtmr3
N4bp1
Acap3
Snx25
Naa38
Rab2b
Slc35b2
Pik3r4
Micall1
Commd7
Uprt
Srsf4
Ubr2
Slc15a4
Tasor2
Josd2
Hnrnpll
Smim19
Ilf2
